ID,PA,PB,PC,PD,PE,PF,PG
PR40184,3096,1495,815,486,312,214,152
PR40185,3097,1495,815,486,312,214,152
PR40186,3098,1495,815,486,312,214,152
PR40187,3098,1495,815,487,312,214,152
PR40188,3099,1496,815,487,312,214,152
PR40189,3099,1496,816,487,312,214,152
PR40190,3100,1496,816,487,312,214,152
PR40191,3101,1496,816,487,312,214,152
PR40192,3101,1497,816,487,312,214,152
PR40193,3102,1497,816,487,312,214,152
PR40194,3103,1497,816,487,313,214,152
PR40195,3103,1498,816,487,313,214,152
PR40196,3104,1498,816,487,313,214,153
PR40197,3105,1498,817,487,313,214,153
PR40198,3105,1498,817,487,313,214,153
PR40199,3106,1499,817,487,313,214,153
PR40200,3106,1499,817,488,313,214,153
PR40201,3107,1499,817,488,313,214,153
PR40202,3108,1500,817,488,313,214,153
PR40203,3108,1500,817,488,313,214,153
PR40204,3109,1500,818,488,313,214,153
PR40205,3110,1500,818,488,313,214,153
PR40206,3110,1501,818,488,313,214,153
PR40207,3111,1501,818,488,313,214,153
PR40208,3111,1501,818,488,313,214,153
PR40209,3112,1501,818,488,313,214,153
PR40210,3113,1502,818,488,313,214,153
PR40211,3113,1502,819,488,313,214,153
PR40212,3114,1502,819,488,313,214,153
PR40213,3115,1503,819,488,313,214,153
PR40214,3115,1503,819,489,313,214,153
PR40215,3116,1503,819,489,313,215,153
PR40216,3117,1503,819,489,314,215,153
PR40217,3117,1504,819,489,314,215,153
PR40218,3118,1504,820,489,314,215,153
PR40219,3118,1504,820,489,314,215,153
PR40220,3119,1505,820,489,314,215,153
PR40221,3120,1505,820,489,314,215,153
PR40222,3120,1505,820,489,314,215,153
PR40223,3121,1505,820,489,314,215,153
PR40224,3122,1506,820,489,314,215,153
PR40225,3122,1506,820,489,314,215,153
PR40226,3123,1506,821,489,314,215,153
PR40227,3123,1506,821,490,314,215,153
PR40228,3124,1507,821,490,314,215,153
PR40229,3125,1507,821,490,314,215,153
PR40230,3125,1507,821,490,314,215,153
PR40231,3126,1508,821,490,314,215,153
PR40232,3127,1508,821,490,314,215,153
PR40233,3127,1508,822,490,314,215,153
PR40234,3128,1508,822,490,314,215,153
PR40235,3129,1509,822,490,314,215,153
PR40236,3129,1509,822,490,314,215,153
PR40237,3130,1509,822,490,314,215,153
PR40238,3130,1510,822,490,315,215,153
PR40239,3131,1510,822,490,315,215,153
PR40240,3132,1510,823,491,315,215,153
PR40241,3132,1510,823,491,315,215,153
PR40242,3133,1511,823,491,315,215,153
PR40243,3134,1511,823,491,315,215,153
PR40244,3134,1511,823,491,315,215,153
PR40245,3135,1511,823,491,315,215,153
PR40246,3136,1512,823,491,315,215,153
PR40247,3136,1512,824,491,315,215,154
PR40248,3137,1512,824,491,315,215,154
PR40249,3137,1513,824,491,315,216,154
PR40250,3138,1513,824,491,315,216,154
PR40251,3139,1513,824,491,315,216,154
PR40252,3139,1513,824,491,315,216,154
PR40253,3140,1514,824,492,315,216,154
PR40254,3141,1514,825,492,315,216,154
PR40255,3141,1514,825,492,315,216,154
PR40256,3142,1515,825,492,315,216,154
PR40257,3143,1515,825,492,315,216,154
PR40258,3143,1515,825,492,315,216,154
PR40259,3144,1515,825,492,316,216,154
PR40260,3145,1516,825,492,316,216,154
PR40261,3145,1516,826,492,316,216,154
PR40262,3146,1516,826,492,316,216,154
PR40263,3146,1517,826,492,316,216,154
PR40264,3147,1517,826,492,316,216,154
PR40265,3148,1517,826,492,316,216,154
PR40266,3148,1517,826,493,316,216,154
PR40267,3149,1518,826,493,316,216,154
PR40268,3150,1518,826,493,316,216,154
PR40269,3150,1518,827,493,316,216,154
PR40270,3151,1518,827,493,316,216,154
PR40271,3152,1519,827,493,316,216,154
PR40272,3152,1519,827,493,316,216,154
PR40273,3153,1519,827,493,316,216,154
PR40274,3153,1520,827,493,316,216,154
PR40275,3154,1520,827,493,316,216,154
PR40276,3155,1520,828,493,316,216,154
PR40277,3155,1520,828,493,316,216,154
PR40278,3156,1521,828,494,316,216,154
PR40279,3157,1521,828,494,316,216,154
PR40280,3157,1521,828,494,316,216,154
PR40281,3158,1522,828,494,317,216,154
PR40282,3159,1522,828,494,317,216,154
PR40283,3159,1522,829,494,317,217,154
PR40284,3160,1522,829,494,317,217,154
PR40285,3161,1523,829,494,317,217,154
PR40286,3161,1523,829,494,317,217,154
PR40287,3162,1523,829,494,317,217,154
PR40288,3162,1524,829,494,317,217,154
PR40289,3163,1524,829,494,317,217,154
PR40290,3164,1524,830,494,317,217,154
PR40291,3164,1524,830,495,317,217,154
PR40292,3165,1525,830,495,317,217,154
PR40293,3166,1525,830,495,317,217,154
PR40294,3166,1525,830,495,317,217,154
PR40295,3167,1526,830,495,317,217,154
PR40296,3168,1526,830,495,317,217,154
PR40297,3168,1526,831,495,317,217,154
PR40298,3169,1526,831,495,317,217,155
PR40299,3170,1527,831,495,317,217,155
PR40300,3170,1527,831,495,317,217,155
PR40301,3171,1527,831,495,317,217,155
PR40302,3171,1527,831,495,317,217,155
PR40303,3172,1528,831,495,318,217,155
PR40304,3173,1528,832,496,318,217,155
PR40305,3173,1528,832,496,318,217,155
PR40306,3174,1529,832,496,318,217,155
PR40307,3175,1529,832,496,318,217,155
PR40308,3175,1529,832,496,318,217,155
PR40309,3176,1529,832,496,318,217,155
PR40310,3177,1530,832,496,318,217,155
PR40311,3177,1530,833,496,318,217,155
PR40312,3178,1530,833,496,318,217,155
PR40313,3179,1531,833,496,318,217,155
PR40314,3179,1531,833,496,318,217,155
PR40315,3180,1531,833,496,318,217,155
PR40316,3181,1531,833,496,318,217,155
PR40317,3181,1532,833,497,318,218,155
PR40318,3182,1532,834,497,318,218,155
PR40319,3182,1532,834,497,318,218,155
PR40320,3183,1533,834,497,318,218,155
PR40321,3184,1533,834,497,318,218,155
PR40322,3184,1533,834,497,318,218,155
PR40323,3185,1533,834,497,318,218,155
PR40324,3186,1534,834,497,319,218,155
PR40325,3186,1534,835,497,319,218,155
PR40326,3187,1534,835,497,319,218,155
PR40327,3188,1535,835,497,319,218,155
PR40328,3188,1535,835,497,319,218,155
PR40329,3189,1535,835,497,319,218,155
PR40330,3190,1535,835,498,319,218,155
PR40331,3190,1536,835,498,319,218,155
PR40332,3191,1536,835,498,319,218,155
PR40333,3192,1536,836,498,319,218,155
PR40334,3192,1537,836,498,319,218,155
PR40335,3193,1537,836,498,319,218,155
PR40336,3193,1537,836,498,319,218,155
PR40337,3194,1537,836,498,319,218,155
PR40338,3195,1538,836,498,319,218,155
PR40339,3195,1538,836,498,319,218,155
PR40340,3196,1538,837,498,319,218,155
PR40341,3197,1539,837,498,319,218,155
PR40342,3197,1539,837,498,319,218,155
PR40343,3198,1539,837,499,319,218,155
PR40344,3199,1539,837,499,319,218,155
PR40345,3199,1540,837,499,319,218,155
PR40346,3200,1540,837,499,320,218,155
PR40347,3201,1540,838,499,320,218,155
PR40348,3201,1541,838,499,320,218,156
PR40349,3202,1541,838,499,320,218,156
PR40350,3203,1541,838,499,320,219,156
PR40351,3203,1541,838,499,320,219,156
PR40352,3204,1542,838,499,320,219,156
PR40353,3205,1542,838,499,320,219,156
PR40354,3205,1542,839,499,320,219,156
PR40355,3206,1543,839,499,320,219,156
PR40356,3206,1543,839,500,320,219,156
PR40357,3207,1543,839,500,320,219,156
PR40358,3208,1543,839,500,320,219,156
PR40359,3208,1544,839,500,320,219,156
PR40360,3209,1544,839,500,320,219,156
PR40361,3210,1544,840,500,320,219,156
PR40362,3210,1545,840,500,320,219,156
PR40363,3211,1545,840,500,320,219,156
PR40364,3212,1545,840,500,320,219,156
PR40365,3212,1545,840,500,320,219,156
PR40366,3213,1546,840,500,320,219,156
PR40367,3214,1546,840,500,321,219,156
PR40368,3214,1546,841,501,321,219,156
PR40369,3215,1547,841,501,321,219,156
PR40370,3216,1547,841,501,321,219,156
PR40371,3216,1547,841,501,321,219,156
PR40372,3217,1547,841,501,321,219,156
PR40373,3218,1548,841,501,321,219,156
PR40374,3218,1548,841,501,321,219,156
PR40375,3219,1548,842,501,321,219,156
PR40376,3220,1549,842,501,321,219,156
PR40377,3220,1549,842,501,321,219,156
PR40378,3221,1549,842,501,321,219,156
PR40379,3221,1549,842,501,321,219,156
PR40380,3222,1550,842,501,321,219,156
PR40381,3223,1550,842,502,321,219,156
PR40382,3223,1550,843,502,321,219,156
PR40383,3224,1551,843,502,321,219,156
PR40384,3225,1551,843,502,321,220,156
PR40385,3225,1551,843,502,321,220,156
PR40386,3226,1551,843,502,321,220,156
PR40387,3227,1552,843,502,321,220,156
PR40388,3227,1552,843,502,322,220,156
PR40389,3228,1552,844,502,322,220,156
PR40390,3229,1553,844,502,322,220,156
PR40391,3229,1553,844,502,322,220,156
PR40392,3230,1553,844,502,322,220,156
PR40393,3231,1553,844,502,322,220,156
PR40394,3231,1554,844,503,322,220,156
PR40395,3232,1554,844,503,322,220,156
PR40396,3233,1554,845,503,322,220,156
PR40397,3233,1555,845,503,322,220,156
PR40398,3234,1555,845,503,322,220,157
PR40399,3235,1555,845,503,322,220,157
PR40400,3235,1555,845,503,322,220,157
PR40401,3236,1556,845,503,322,220,157
PR40402,3237,1556,845,503,322,220,157
PR40403,3237,1556,846,503,322,220,157
PR40404,3238,1557,846,503,322,220,157
PR40405,3239,1557,846,503,322,220,157
PR40406,3239,1557,846,504,322,220,157
PR40407,3240,1557,846,504,322,220,157
PR40408,3241,1558,846,504,322,220,157
PR40409,3241,1558,846,504,322,220,157
PR40410,3242,1558,847,504,323,220,157
PR40411,3243,1559,847,504,323,220,157
PR40412,3243,1559,847,504,323,220,157
PR40413,3244,1559,847,504,323,220,157
PR40414,3244,1559,847,504,323,220,157
PR40415,3245,1560,847,504,323,220,157
PR40416,3246,1560,847,504,323,220,157
PR40417,3246,1560,848,504,323,221,157
PR40418,3247,1561,848,504,323,221,157
PR40419,3248,1561,848,505,323,221,157
PR40420,3248,1561,848,505,323,221,157
PR40421,3249,1561,848,505,323,221,157
PR40422,3250,1562,848,505,323,221,157
PR40423,3250,1562,848,505,323,221,157
PR40424,3251,1562,849,505,323,221,157
PR40425,3252,1563,849,505,323,221,157
PR40426,3252,1563,849,505,323,221,157
PR40427,3253,1563,849,505,323,221,157
PR40428,3254,1563,849,505,323,221,157
PR40429,3254,1564,849,505,323,221,157
PR40430,3255,1564,849,505,323,221,157
PR40431,3256,1564,850,505,324,221,157
PR40432,3256,1565,850,506,324,221,157
PR40433,3257,1565,850,506,324,221,157
PR40434,3258,1565,850,506,324,221,157
PR40435,3258,1565,850,506,324,221,157
PR40436,3259,1566,850,506,324,221,157
PR40437,3260,1566,850,506,324,221,157
PR40438,3260,1566,851,506,324,221,157
PR40439,3261,1567,851,506,324,221,157
PR40440,3262,1567,851,506,324,221,157
PR40441,3262,1567,851,506,324,221,157
PR40442,3263,1568,851,506,324,221,157
PR40443,3264,1568,851,506,324,221,157
PR40444,3264,1568,851,507,324,221,157
PR40445,3265,1568,852,507,324,221,157
PR40446,3266,1569,852,507,324,221,157
PR40447,3266,1569,852,507,324,221,158
PR40448,3267,1569,852,507,324,221,158
PR40449,3268,1570,852,507,324,221,158
PR40450,3268,1570,852,507,324,222,158
PR40451,3269,1570,853,507,324,222,158
PR40452,3270,1570,853,507,325,222,158
PR40453,3270,1571,853,507,325,222,158
PR40454,3271,1571,853,507,325,222,158
PR40455,3272,1571,853,507,325,222,158
PR40456,3272,1572,853,507,325,222,158
PR40457,3273,1572,853,508,325,222,158
PR40458,3274,1572,854,508,325,222,158
PR40459,3274,1572,854,508,325,222,158
PR40460,3275,1573,854,508,325,222,158
PR40461,3276,1573,854,508,325,222,158
PR40462,3276,1573,854,508,325,222,158
PR40463,3277,1574,854,508,325,222,158
PR40464,3278,1574,854,508,325,222,158
PR40465,3278,1574,855,508,325,222,158
PR40466,3279,1574,855,508,325,222,158
PR40467,3280,1575,855,508,325,222,158
PR40468,3280,1575,855,508,325,222,158
PR40469,3281,1575,855,509,325,222,158
PR40470,3282,1576,855,509,325,222,158
PR40471,3282,1576,855,509,325,222,158
PR40472,3283,1576,856,509,325,222,158
PR40473,3284,1577,856,509,326,222,158
PR40474,3284,1577,856,509,326,222,158
PR40475,3285,1577,856,509,326,222,158
PR40476,3286,1577,856,509,326,222,158
PR40477,3286,1578,856,509,326,222,158
PR40478,3287,1578,856,509,326,222,158
PR40479,3288,1578,857,509,326,222,158
PR40480,3288,1579,857,509,326,222,158
PR40481,3289,1579,857,509,326,222,158
PR40482,3290,1579,857,510,326,222,158
PR40483,3290,1579,857,510,326,222,158
PR40484,3291,1580,857,510,326,223,158
PR40485,3292,1580,857,510,326,223,158
PR40486,3292,1580,858,510,326,223,158
PR40487,3293,1581,858,510,326,223,158
PR40488,3294,1581,858,510,326,223,158
PR40489,3294,1581,858,510,326,223,158
PR40490,3295,1581,858,510,326,223,158
PR40491,3296,1582,858,510,326,223,158
PR40492,3296,1582,858,510,326,223,158
PR40493,3297,1582,859,510,326,223,158
PR40494,3298,1583,859,511,327,223,158
PR40495,3298,1583,859,511,327,223,158
PR40496,3299,1583,859,511,327,223,158
PR40497,3300,1584,859,511,327,223,159
PR40498,3300,1584,859,511,327,223,159
PR40499,3301,1584,859,511,327,223,159
PR40500,3302,1584,860,511,327,223,159
PR40501,3302,1585,860,511,327,223,159
PR40502,3303,1585,860,511,327,223,159
PR40503,3304,1585,860,511,327,223,159
PR40504,3304,1586,860,511,327,223,159
PR40505,3305,1586,860,511,327,223,159
PR40506,3306,1586,860,511,327,223,159
PR40507,3306,1586,861,512,327,223,159
PR40508,3307,1587,861,512,327,223,159
PR40509,3308,1587,861,512,327,223,159
PR40510,3308,1587,861,512,327,223,159
PR40511,3309,1588,861,512,327,223,159
PR40512,3310,1588,861,512,327,223,159
PR40513,3310,1588,861,512,327,223,159
PR40514,3311,1588,862,512,327,223,159
PR40515,3312,1589,862,512,328,223,159
PR40516,3312,1589,862,512,328,224,159
PR40517,3313,1589,862,512,328,224,159
PR40518,3314,1590,862,512,328,224,159
PR40519,3314,1590,862,513,328,224,159
PR40520,3315,1590,863,513,328,224,159
PR40521,3316,1591,863,513,328,224,159
PR40522,3316,1591,863,513,328,224,159
PR40523,3317,1591,863,513,328,224,159
PR40524,3318,1591,863,513,328,224,159
PR40525,3318,1592,863,513,328,224,159
PR40526,3319,1592,863,513,328,224,159
PR40527,3320,1592,864,513,328,224,159
PR40528,3320,1593,864,513,328,224,159
PR40529,3321,1593,864,513,328,224,159
PR40530,3322,1593,864,513,328,224,159
PR40531,3323,1593,864,513,328,224,159
PR40532,3323,1594,864,514,328,224,159
PR40533,3324,1594,864,514,328,224,159
PR40534,3325,1594,865,514,328,224,159
PR40535,3325,1595,865,514,328,224,159
PR40536,3326,1595,865,514,329,224,159
PR40537,3327,1595,865,514,329,224,159
PR40538,3327,1596,865,514,329,224,159
PR40539,3328,1596,865,514,329,224,159
PR40540,3329,1596,865,514,329,224,159
PR40541,3329,1596,866,514,329,224,159
PR40542,3330,1597,866,514,329,224,159
PR40543,3331,1597,866,514,329,224,159
PR40544,3331,1597,866,515,329,224,159
PR40545,3332,1598,866,515,329,224,159
PR40546,3333,1598,866,515,329,224,160
PR40547,3333,1598,866,515,329,224,160
PR40548,3334,1598,867,515,329,224,160
PR40549,3335,1599,867,515,329,225,160
PR40550,3335,1599,867,515,329,225,160
PR40551,3336,1599,867,515,329,225,160
PR40552,3337,1600,867,515,329,225,160
PR40553,3337,1600,867,515,329,225,160
PR40554,3338,1600,867,515,329,225,160
PR40555,3339,1601,868,515,329,225,160
PR40556,3339,1601,868,515,330,225,160
PR40557,3340,1601,868,516,330,225,160
PR40558,3341,1601,868,516,330,225,160
PR40559,3341,1602,868,516,330,225,160
PR40560,3342,1602,868,516,330,225,160
PR40561,3343,1602,869,516,330,225,160
PR40562,3344,1603,869,516,330,225,160
PR40563,3344,1603,869,516,330,225,160
PR40564,3345,1603,869,516,330,225,160
PR40565,3346,1604,869,516,330,225,160
PR40566,3346,1604,869,516,330,225,160
PR40567,3347,1604,869,516,330,225,160
PR40568,3348,1604,870,516,330,225,160
PR40569,3348,1605,870,517,330,225,160
PR40570,3349,1605,870,517,330,225,160
PR40571,3350,1605,870,517,330,225,160
PR40572,3350,1606,870,517,330,225,160
PR40573,3351,1606,870,517,330,225,160
PR40574,3352,1606,870,517,330,225,160
PR40575,3352,1606,871,517,330,225,160
PR40576,3353,1607,871,517,330,225,160
PR40577,3354,1607,871,517,331,225,160
PR40578,3354,1607,871,517,331,225,160
PR40579,3355,1608,871,517,331,225,160
PR40580,3356,1608,871,517,331,225,160
PR40581,3356,1608,871,518,331,225,160
PR40582,3357,1609,872,518,331,226,160
PR40583,3358,1609,872,518,331,226,160
PR40584,3358,1609,872,518,331,226,160
PR40585,3359,1609,872,518,331,226,160
PR40586,3360,1610,872,518,331,226,160
PR40587,3361,1610,872,518,331,226,160
PR40588,3361,1610,873,518,331,226,160
PR40589,3362,1611,873,518,331,226,160
PR40590,3363,1611,873,518,331,226,160
PR40591,3363,1611,873,518,331,226,160
PR40592,3364,1612,873,518,331,226,160
PR40593,3365,1612,873,518,331,226,160
PR40594,3365,1612,873,519,331,226,161
PR40595,3366,1612,874,519,331,226,161
PR40596,3367,1613,874,519,331,226,161
PR40597,3367,1613,874,519,331,226,161
PR40598,3368,1613,874,519,332,226,161
PR40599,3369,1614,874,519,332,226,161
PR40600,3369,1614,874,519,332,226,161
PR40601,3370,1614,874,519,332,226,161
PR40602,3371,1615,875,519,332,226,161
PR40603,3371,1615,875,519,332,226,161
PR40604,3372,1615,875,519,332,226,161
PR40605,3373,1615,875,519,332,226,161
PR40606,3374,1616,875,520,332,226,161
PR40607,3374,1616,875,520,332,226,161
PR40608,3375,1616,875,520,332,226,161
PR40609,3376,1617,876,520,332,226,161
PR40610,3376,1617,876,520,332,226,161
PR40611,3377,1617,876,520,332,226,161
PR40612,3378,1617,876,520,332,226,161
PR40613,3378,1618,876,520,332,226,161
PR40614,3379,1618,876,520,332,227,161
PR40615,3380,1618,877,520,332,227,161
PR40616,3380,1619,877,520,332,227,161
PR40617,3381,1619,877,520,332,227,161
PR40618,3382,1619,877,521,333,227,161
PR40619,3382,1620,877,521,333,227,161
PR40620,3383,1620,877,521,333,227,161
PR40621,3384,1620,877,521,333,227,161
PR40622,3384,1620,878,521,333,227,161
PR40623,3385,1621,878,521,333,227,161
PR40624,3386,1621,878,521,333,227,161
PR40625,3387,1621,878,521,333,227,161
PR40626,3387,1622,878,521,333,227,161
PR40627,3388,1622,878,521,333,227,161
PR40628,3389,1622,878,521,333,227,161
PR40629,3389,1623,879,521,333,227,161
PR40630,3390,1623,879,522,333,227,161
PR40631,3391,1623,879,522,333,227,161
PR40632,3391,1623,879,522,333,227,161
PR40633,3392,1624,879,522,333,227,161
PR40634,3393,1624,879,522,333,227,161
PR40635,3393,1624,879,522,333,227,161
PR40636,3394,1625,880,522,333,227,161
PR40637,3395,1625,880,522,333,227,161
PR40638,3396,1625,880,522,333,227,161
PR40639,3396,1626,880,522,334,227,161
PR40640,3397,1626,880,522,334,227,161
PR40641,3398,1626,880,522,334,227,161
PR40642,3398,1626,881,522,334,227,161
PR40643,3399,1627,881,523,334,227,162
PR40644,3400,1627,881,523,334,227,162
PR40645,3400,1627,881,523,334,227,162
PR40646,3401,1628,881,523,334,227,162
PR40647,3402,1628,881,523,334,228,162
PR40648,3402,1628,881,523,334,228,162
PR40649,3403,1629,882,523,334,228,162
PR40650,3404,1629,882,523,334,228,162
PR40651,3404,1629,882,523,334,228,162
PR40652,3405,1629,882,523,334,228,162
PR40653,3406,1630,882,523,334,228,162
PR40654,3407,1630,882,523,334,228,162
PR40655,3407,1630,882,524,334,228,162
PR40656,3408,1631,883,524,334,228,162
PR40657,3409,1631,883,524,334,228,162
PR40658,3409,1631,883,524,334,228,162
PR40659,3410,1632,883,524,335,228,162
PR40660,3411,1632,883,524,335,228,162
PR40661,3411,1632,883,524,335,228,162
PR40662,3412,1632,884,524,335,228,162
PR40663,3413,1633,884,524,335,228,162
PR40664,3413,1633,884,524,335,228,162
